Shrt_Desc,Class,Sugar_Tot_.g.,Iron_.mg.,Cholestrl_.mg.
CEREALS/QUAKER/CORN GRITS/INST/CHEDDAR CHS FLAVOR/DRY,1.0,2.13,28.93,2.0
SNACKS/M&M MARS/KUDOS WHL GRAIN BARS/PNUT BUTTER,2.0,44.29,0.89,0.0
FROZEN NOVELTIES/ICE CRM TYPE/SUNDAE/PREPACKAGED,3.0,20.74,0.25,13.0
CANDIES/NESTLE/CHUNKY BAR,3.0,52.5,0.9,10.0
CANDIES/MARS SNACKFOOD US/TWIX PNUT BUTTER COOKIE BARS,3.0,36.13,1.32,6.0
CEREALS RTE/QUAKER/100% NAT GRANOLA/OATS/WHEAT & HONEY,1.0,20.34,2.81,2.0
SNACKS/VEG CHIPS/MADE FROM GARDEN VEG,2.0,4.04,1.55,0.0
GELATIN DSSRT/DRY MIX/PREP W/ H2O,3.0,13.49,0.02,0.0
PUDDINGS/CHOC/DRY MIX/INST,3.0,67.86,1.29,0.0
CANDIES/SESAME CRUNCH,3.0,31.17,4.27,0.0
CEREALS RTE/GENERAL MILLS/COOKIE CRISP,1.0,34.8,17.3,0.0
ICE CREAMS/FRENCH VANILLA/SOFT-SERVE,3.0,21.16,0.21,91.0
MILLET/PUFFED,1.0,0.55,2.81,0.0
Snac/ grano bar/ GENER MILLS NATURE VALL/ SWE&SAL NUT/ peanu,2.0,33.14,1.44,0.0
CANDIES/TWIZZLERS NIBS CHERRY BITS,3.0,51.35,0.28,0.0
CANDIES/HERSHEY'S GOLDEN ALMOND SOLITAIRES,3.0,37.13,2.5,13.0
PRETZELS/SOFT,2.0,0.25,3.92,0.0
CEREALS RTE/MALT-O-MEAL/FRSTD FLAKES,1.0,38.04,19.12,0.0
CANDIES/SWT CHOC COATD FONDANT,3.0,71.42,1.56,0.0
CEREALS RTE/MUESLI/DRIED FRUIT & NUTS,1.0,31.0,8.75,0.0
SNACKS/POPCORN/OIL-POPPED/MICROWAVE/REG FLAVOR/NO TRANS FAT,2.0,0.46,1.98,0.0
CEREALS/MALT-O-MEAL/FARINA HOT WHEAT CRL/DRY,1.0,0.7,40.93,0.0
CEREALS/OATS/REG & QUICK/NOT FORT/DRY,1.0,0.99,4.25,0.0
CEREALS RTE/POST/HONEYCOMB CRL,1.0,31.2,8.4,0.0
CEREALS/QUAKER/INST OATMEAL EXPRESS/GOLDEN BROWN SUGAR/DRY,1.0,33.3,6.67,0.0
CANDIES/ CARAMELS/ CHOCOLATE-FLAVOR ROLL,3.0,56.32,0.8,2.0
CEREALS RTE/QUAKER/TSTD MULTIGRAIN CRISPS,1.0,16.34,29.95,0.0
CEREALS RTE/POST GREAT GRAINS BANANA NUT CRUNCH,1.0,18.1,27.5,0.0
CEREALS RTE/KELLOGG'S RICE KRISPIES/GLUTEN FREE,1.0,3.7,30.0,0.0
CEREALS RTE/KASHI SIMPLY MAIZE,1.0,22.1,2.6,0.0
CANDIES/MARSHMALLOWS,3.0,57.56,0.23,0.0
CANDIES/NESTLE/BIT-O'-HONEY CANDY CHEWS,3.0,48.0,0.2,0.0
SUGARS/MAPLE,3.0,84.87,1.61,0.0
CEREALS RTE/QUAKER OATMEAL SQUARES/GOLDEN MAPLE,1.0,16.84,32.75,0.0
CANDIES/KRACKEL CHOC BAR,3.0,52.53,1.06,11.0
SNACKS/POTATO STKS,2.0,0.22,2.27,0.0
CEREALS RTE/QUAKER/CHRISTMAS CRUNCH,1.0,44.31,19.78,0.0
CEREALS/CREAM OF WHEAT/INST/PREP W/ H2O/WO/ SALT,1.0,0.07,4.96,0.0
CEREALS RTE/KELLOGG/KELLOGG'S CINN MINI SWIRLZ,1.0,11.0,6.0,0.0
SNACKS/TORTILLA CHIPS/UNSALTED/WHITE CORN,2.0,1.0,2.32,0.0
ICE CREAMS/BREYERS/NO SUGAR ADDED/VANILLA CHOC STRAWBERRY,3.0,6.15,0.27,18.0
CEREALS RTE/KELLOGG/KELLOGG'S MUESLIX,1.0,25.5,8.2,0.0
CEREALS RTE/KASHI HEART TO HEART/WARM CINN,1.0,14.3,8.7,0.0
PECTIN/LIQUID,3.0,0.0,0.0,0.0
CEREALS RTE/POST SELECTS MAPLE PECAN CRUNCH,1.0,23.08,3.46,0.0
CEREALS RTE/KASHI HEART TO HEART/HONEY TSTD OAT,1.0,15.6,5.5,0.0
CEREALS/WHEATENA/DRY,1.0,1.6,3.57,0.0
CEREALS RTE/MALT-O-MEAL/FRUITY DYNO-BITES,1.0,42.6,7.62,1.0
FORM BAR/ZONE PERFECT CLASSIC CRUNCH BAR/MXD FLAVORS,2.0,27.0,3.6,8.0
CEREALS/OATS/INST/FORT/PLN/DRY,1.0,1.5,24.72,0.0
HONEY,3.0,82.12,0.42,0.0
FROZEN NOVELTIES/KLONDIKE/SLIM-A-BEAR CHOC CONE,3.0,24.62,0.75,2.0
CANDIES/NESTLE/CRUNCH BAR&DSSRT TOPPING,3.0,55.0,0.7,13.0
FROSTINGS/CHOC/CREAMY/RTE,3.0,57.7,1.42,0.0
CANDIES/MARS SNACKFOOD US/MILKYWAYCARAML/MILKCHOCOV,3.0,58.65,0.34,20.0
CANDIES/HERSHEY/REESESTICKS CRISPY WAFERS/PNUT BUT/MILK CHOC,3.0,40.33,1.3,6.0
CEREALS RTE/KELLOGG/KELLOGG'S MINI-WHEATS/UNFROSTED BITE SZE,1.0,0.4,29.5,0.0
CEREALS RTE/NATURE'S PATH/OPTIMUM,1.0,29.09,4.91,0.0
CEREALS/QUAKER/INST OATMEAL/FRUIT & CRM VAR/DRY,1.0,31.27,11.3,0.0
CEREALS RTE/GENERAL MILLS/APPL CINN CHEERIOS,1.0,34.2,15.0,0.0
GELATIN DSSRT/DRY MIX/RED CAL/W/ ASPRT/PREP W/ H2O,3.0,0.0,0.01,0.0
CEREALS/QUAKER/HOMINY GRITS/WHITE/REG/DRY,1.0,1.0,4.39,0.0
SYRUPS/MAPLE,3.0,67.9,0.11,0.0
FORMULATED BAR/LUNA BAR/NUTZ OVER CHOC,2.0,16.9,14.2,0.0
FROZEN YOGURTS/VANILLA/SOFT-SERVE,3.0,24.0,0.3,2.0
SNACKS/GRANOLA BAR/KASHI GOLEAN/CHEWY/MXD FLAVORS,2.0,42.31,1.62,6.0
CANDIES/CARAMELS,3.0,65.5,0.14,7.0
CEREALS RTE/GENERAL MILLS/25% LESS SUGAR CINN TOAST CRUNCH,1.0,19.7,12.89,0.0
CEREALS RTE/KASHI 7 WHL GRAIN PUFFS,1.0,0.93,3.0,0.0
CHOCOLATE/DK/70-85% CACAO SOL,3.0,23.99,11.9,3.0
CEREALS RTE/GENERAL MILLS/RICE CHEX,1.0,8.1,33.3,0.0
CEREALS RTE/GENERAL MILLS/HONEY NUT CHEERIOS/MEDLEY CRUNCH,1.0,29.1,14.5,0.0
CANDIES/TAFFY/PREPARED-FROM-RECIPE,3.0,68.48,0.01,9.0
ICE CREAMS/REG/LO CARBOHYDRATE/CHOC,3.0,6.35,0.93,34.0
CEREALS/OATS/INST/FORT/W/ CINN & SPICE/DRY,1.0,25.33,8.46,0.0
CEREALS RTE/FAMILIA,1.0,23.2,2.78,0.0
CEREALS RTE/KASHI/KASHI U,1.0,19.2,2.8,0.0
FORM BAR/MARS SNACKFOOD US/COCOAVIA/CHOC ALMOND,2.0,27.03,2.21,2.0
FROZEN NOVELTIES/NO SUGAR ADDED CREAMSICLE POPS,3.0,2.75,0.28,3.0
JAMS AND PRESERVES,3.0,48.5,0.49,0.0
ICE CREAMS/CHOC/LT/NO SUGAR ADDED,3.0,5.65,0.48,16.0
CANDIES/MARS SNACKFOOD US/DOVE MILK CHOC,3.0,55.45,1.11,18.0
CANDIES/MARS SNACKFOOD US/M&M'S PNUT BUTTER CHOC CANDIES,3.0,47.15,1.06,7.0
CEREALS RTE/KELLOGG'S FRSTD MINI-WHEATS/BIG BITE,1.0,20.3,28.0,0.0
FROZEN NOVELTIES/NO SUGAR ADDED/FUDGESICLE POPS,3.0,3.93,0.94,2.0
SYRUPS/DIETETIC,3.0,0.01,0.0,0.0
CANDIES/M&M MARS 3 MUSKETEERS TRUFFLE CRISP,3.0,57.69,1.88,18.0
TOPPINGS/PINEAPPLE,3.0,21.01,0.12,0.0
CEREALS/QUAKER/INST OATMEAL/RAISINS/DATES & WALNUTS/DRY,1.0,30.85,10.7,0.0
EGG CUSTARDS/DRY MIX/PREP W/ WHL MILK,3.0,4.82,0.34,51.0
CEREALS RTE/POST HONEY BUNCHES OF OATS W/ CINN BUNCHES,1.0,20.2,27.0,0.0
CEREALS RTE/MALT-O-MEAL/GOLDEN PUFFS,1.0,51.34,7.92,0.0
CANDIES/MARS SNACKFOOD US/SNICKERS MUNCH BAR,3.0,30.87,1.02,24.0
CANDIES/5TH AVENUE CANDY BAR,3.0,47.19,1.2,6.0
SNACKS/GRANOLA BARS/QUAKER OATMEAL TO GO/ALL FLAVORS,2.0,31.54,6.0,36.0
CEREALS RTE/QUAKER/QUAKER PUFFED WHEAT,1.0,1.37,4.41,0.0
SESAME STKS/WHEAT-BASED/SALTED,2.0,0.19,0.74,0.0
CEREALS/QUAKER/INST OATMEAL/RAISIN & SPICE/DRY,1.0,35.65,9.1,0.0
SWEETENERS/TABLETOP/ASPRT/EQ/PACKETS,3.0,80.7,0.04,0.0
MOLASSES,3.0,74.72,4.72,0.0
SNACKS/VEG CHIPS/HAIN CELESTIAL GROUP/TERRA CHIPS,2.0,9.75,1.64,0.0
SNACKS/TORTILLA CHIPS/LOFAT/MADE W/OLESTRA/NACHO CHS,2.0,2.82,4.8,2.0
BAK CHOC/MARS SNACKFOOD US/M&M'S SEMISWT CHOC MINI BAK BITS,3.0,53.07,2.91,3.0
CEREALS RTE/GENERAL MILLS/TOTAL RAISIN BRAN,1.0,32.3,34.0,0.0
CANDIES/MILK CHOC/W/RICE CRL,3.0,51.06,2.65,23.0
CANDIES/NESTLE/BUTTERFINGER BAR,3.0,45.9,0.79,0.0
SNACKS/CORN-BASED/EXTRUDED/ONION-FLAVOR,2.0,4.83,3.72,0.0
SYRUPS/TABLE BLENDS/PANCAKE,3.0,21.47,0.03,0.0
PUDDINGS/CHOC/RTE,3.0,17.17,1.27,1.0
ICE CREAMS/CHOC/RICH,3.0,17.35,1.02,60.0
